investigation_id,case_id,investigating_officer_id,investigation_start_date,investigation_end_date,investigation_status,evidence_collected,witness_count,forensic_required,forensic_completed,remarks
INV004552,CR004552,EMP007488,2026-04-03,,Ongoing,No,3,No,No,Investigation in progress.
INV004553,CR004553,EMP004645,2026-06-26,2026-10-07,Completed,No,5,No,No,Investigation completed successfully.
INV004554,CR004554,EMP006155,2025-10-13,2025-12-07,Completed,Yes,9,No,No,Charge sheet preparation underway.
INV004555,CR004555,EMP003824,2025-07-27,2025-09-20,Completed,Yes,5,No,No,Witness statements recorded.
INV004556,CR004556,EMP006119,2025-12-27,2026-05-28,Closed,Yes,7,No,No,Complaint found to be false.
INV004557,CR004557,EMP004911,2025-08-20,2026-01-27,Closed,Yes,2,No,No,Complaint found to be false.
INV004558,CR004558,EMP003623,2026-03-06,2026-08-25,Completed,Yes,1,Yes,Yes,Charge sheet preparation underway.
INV004559,CR004559,EMP005898,2024-07-19,,Ongoing,Yes,8,Yes,Yes,Investigation in progress.
INV004560,CR004560,EMP003925,2024-11-16,2025-02-06,Completed,No,6,Yes,Yes,Evidence verified and case completed.
INV004561,CR004561,EMP003295,2024-10-05,2025-02-26,Closed,Yes,8,No,No,Investigation closed after verification.
INV004562,CR004562,EMP003299,2025-05-30,2025-10-12,Completed,No,7,No,No,Evidence verified and case completed.
INV004563,CR004563,EMP001237,2025-01-31,2025-05-01,Completed,Yes,7,No,No,Investigation completed successfully.
INV004564,CR004564,EMP004682,2024-08-10,2024-12-20,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV004565,CR004565,EMP003311,2026-02-23,2026-06-01,Completed,No,4,No,No,Evidence verified and case completed.
INV004566,CR004566,EMP004756,2026-01-01,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV004567,CR004567,EMP000338,2025-09-20,,Ongoing,Yes,7,No,No,Additional witnesses being examined.
INV004568,CR004568,EMP007213,2025-12-13,,Ongoing,No,3,No,No,Awaiting forensic report.
INV004569,CR004569,EMP004907,2024-08-19,2024-09-30,Completed,Yes,3,No,No,Witness statements recorded.
INV004570,CR004570,EMP008764,2026-02-26,2026-07-31,Closed,Yes,10,No,No,Investigation closed after verification.
INV004571,CR004571,EMP001228,2025-11-23,2026-03-17,Completed,Yes,5,No,No,Investigation completed successfully.
INV004572,CR004572,EMP003304,2025-06-07,2025-09-08,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV004573,CR004573,EMP004918,2026-06-24,,Ongoing,Yes,9,Yes,Yes,Evidence collection in progress.
INV004574,CR004574,EMP001273,2024-10-29,,Ongoing,Yes,5,Yes,Yes,Investigation in progress.
INV004575,CR004575,EMP003285,2025-04-03,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004576,CR004576,EMP003312,2025-06-27,,Ongoing,No,0,Yes,Yes,Investigation in progress.
INV004577,CR004577,EMP000888,2025-10-24,,Ongoing,Yes,4,Yes,Yes,Evidence collection in progress.
INV004578,CR004578,EMP005512,2026-06-30,2026-08-21,Completed,Yes,3,No,No,Charge sheet preparation underway.
INV004579,CR004579,EMP001425,2025-11-21,,Ongoing,Yes,3,No,No,Additional witnesses being examined.
INV004580,CR004580,EMP003349,2025-07-29,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV004581,CR004581,EMP004515,2025-09-17,2025-12-06,Completed,Yes,4,Yes,No,Witness statements recorded.
INV004582,CR004582,EMP007755,2026-07-05,2026-08-29,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004583,CR004583,EMP003306,2025-08-19,2025-11-20,Completed,Yes,4,No,No,Evidence verified and case completed.
INV004584,CR004584,EMP001003,2026-06-18,2026-10-15,Completed,Yes,10,Yes,Yes,Witness statements recorded.
INV004585,CR004585,EMP001050,2026-03-30,2026-06-10,Closed,Yes,5,Yes,Yes,Investigation closed after verification.
INV004586,CR004586,EMP003257,2026-06-08,2026-08-10,Completed,Yes,3,No,No,Evidence verified and case completed.
INV004587,CR004587,EMP005707,2025-01-09,2025-03-26,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV004588,CR004588,EMP000931,2025-04-13,2025-07-25,Closed,Yes,4,No,No,Investigation closed after verification.
INV004589,CR004589,EMP003383,2025-02-01,2025-07-19,Completed,Yes,3,Yes,No,Witness statements recorded.
INV004590,CR004590,EMP003268,2024-10-03,2025-03-01,Completed,Yes,1,Yes,Yes,Charge sheet preparation underway.
INV004591,CR004591,EMP007693,2024-10-22,,Ongoing,Yes,3,No,No,Investigation in progress.
INV004592,CR004592,EMP008060,2024-10-05,,Ongoing,Yes,4,No,No,Evidence collection in progress.
INV004593,CR004593,EMP007335,2024-08-20,2025-01-22,Completed,Yes,4,No,No,Investigation completed successfully.
INV004594,CR004594,EMP007938,2026-07-04,,Ongoing,Yes,3,Yes,Yes,Additional witnesses being examined.
INV004595,CR004595,EMP008649,2025-02-05,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV004596,CR004596,EMP005251,2025-06-28,2025-08-27,Closed,No,7,Yes,Yes,Investigation closed after verification.
INV004597,CR004597,EMP006135,2024-10-21,2024-11-19,Completed,No,3,No,No,Evidence verified and case completed.
INV004598,CR004598,EMP010018,2025-04-04,2025-07-19,Completed,No,1,Yes,No,Charge sheet preparation underway.
INV004599,CR004599,EMP008173,2026-04-04,2026-05-05,Closed,Yes,5,No,No,Case closed due to insufficient evidence.
INV004600,CR004600,EMP004355,2024-09-25,,Ongoing,No,10,No,No,Additional witnesses being examined.
INV004601,CR004601,EMP005639,2025-08-10,2025-11-17,Completed,Yes,5,Yes,Yes,Witness statements recorded.
INV004602,CR004602,EMP007507,2024-07-09,2024-11-08,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004603,CR004603,EMP006116,2025-02-15,2025-07-19,Closed,Yes,4,No,No,Investigation closed after verification.
INV004604,CR004604,EMP006288,2025-01-19,2025-06-08,Completed,Yes,4,Yes,Yes,Charge sheet preparation underway.
INV004605,CR004605,EMP001570,2025-06-15,,Ongoing,Yes,6,No,No,Additional witnesses being examined.
INV004606,CR004606,EMP006052,2025-04-01,2025-08-03,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004607,CR004607,EMP008652,2025-12-23,,Ongoing,Yes,3,Yes,Yes,Investigation in progress.
INV004608,CR004608,EMP003302,2025-09-19,2026-03-12,Completed,Yes,8,No,No,Evidence verified and case completed.
INV004609,CR004609,EMP003529,2024-12-27,,Ongoing,Yes,10,Yes,Yes,Evidence collection in progress.
INV004610,CR004610,EMP000887,2025-03-10,2025-06-20,Completed,Yes,5,Yes,Yes,Charge sheet preparation underway.
INV004611,CR004611,EMP004680,2025-02-12,2025-03-23,Completed,Yes,0,No,No,Witness statements recorded.
INV004612,CR004612,EMP005080,2025-10-23,2026-01-07,Completed,Yes,1,No,No,Evidence verified and case completed.
INV004613,CR004613,EMP001600,2026-01-04,2026-06-01,Closed,Yes,7,Yes,No,Complaint found to be false.
INV004614,CR004614,EMP008335,2025-05-13,2025-07-31,Completed,Yes,4,No,No,Witness statements recorded.
INV004615,CR004615,EMP009330,2025-04-13,2025-06-17,Completed,Yes,0,Yes,Yes,Evidence verified and case completed.
INV004616,CR004616,EMP004377,2026-04-14,2026-07-10,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV004617,CR004617,EMP008521,2025-03-20,2025-08-28,Closed,Yes,5,No,No,Complaint found to be false.
INV004618,CR004618,EMP007575,2025-09-08,2025-10-02,Completed,Yes,4,Yes,Yes,Evidence verified and case completed.
INV004619,CR004619,EMP005457,2026-03-21,2026-04-08,Completed,No,9,Yes,Yes,Witness statements recorded.
INV004620,CR004620,EMP006416,2025-01-11,2025-06-12,Closed,Yes,5,No,No,Complaint found to be false.
INV004621,CR004621,EMP006649,2025-01-02,2025-04-06,Closed,Yes,8,Yes,Yes,Investigation closed after verification.
INV004622,CR004622,EMP005790,2026-01-03,2026-05-26,Completed,Yes,4,No,No,Charge sheet preparation underway.
INV004623,CR004623,EMP004749,2024-07-13,2024-09-23,Closed,Yes,5,Yes,Yes,Complaint found to be false.
INV004624,CR004624,EMP007153,2025-08-10,2025-10-04,Closed,Yes,7,No,No,Investigation closed after verification.
INV004625,CR004625,EMP001356,2025-01-17,,Ongoing,Yes,6,No,No,Awaiting forensic report.
INV004626,CR004626,EMP003301,2025-08-10,,Ongoing,Yes,7,No,No,Evidence collection in progress.
INV004627,CR004627,EMP005188,2025-07-03,2025-12-20,Completed,Yes,1,No,No,Investigation completed successfully.
INV004628,CR004628,EMP003269,2025-04-14,2025-07-27,Completed,Yes,9,Yes,Yes,Evidence verified and case completed.
INV004629,CR004629,EMP009321,2025-11-17,2025-12-02,Closed,No,7,Yes,Yes,Case closed due to insufficient evidence.
INV004630,CR004630,EMP008451,2025-03-18,2025-04-07,Completed,Yes,5,No,No,Investigation completed successfully.
INV004631,CR004631,EMP003305,2026-03-10,2026-04-12,Completed,Yes,6,Yes,Yes,Investigation completed successfully.
INV004632,CR004632,EMP003264,2024-12-30,2025-03-12,Completed,Yes,0,Yes,No,Charge sheet preparation underway.
INV004633,CR004633,EMP002569,2025-05-17,2025-09-04,Completed,Yes,5,No,No,Investigation completed successfully.
INV004634,CR004634,EMP001355,2025-03-21,2025-06-11,Closed,Yes,9,Yes,Yes,Case closed due to insufficient evidence.
INV004635,CR004635,EMP003360,2024-10-15,2024-11-05,Closed,Yes,7,No,No,Investigation closed after verification.
INV004636,CR004636,EMP004896,2026-06-09,2026-11-05,Completed,Yes,10,No,No,Charge sheet preparation underway.
INV004637,CR004637,EMP001227,2025-12-24,,Ongoing,Yes,7,No,No,Awaiting forensic report.
INV004638,CR004638,EMP005863,2025-11-26,2026-02-24,Closed,Yes,6,Yes,Yes,Investigation closed after verification.
INV004639,CR004639,EMP001628,2025-07-14,2025-12-02,Completed,Yes,5,No,No,Investigation completed successfully.
INV004640,CR004640,EMP007215,2025-08-29,,Ongoing,Yes,4,No,No,Investigation in progress.
INV004641,CR004641,EMP005086,2025-08-13,,Ongoing,Yes,6,No,No,Evidence collection in progress.
INV004642,CR004642,EMP009786,2025-04-15,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004643,CR004643,EMP005248,2025-12-06,2026-02-13,Completed,No,4,Yes,Yes,Evidence verified and case completed.
INV004644,CR004644,EMP005529,2024-10-01,2024-11-30,Completed,Yes,1,No,No,Witness statements recorded.
INV004645,CR004645,EMP009283,2024-11-21,,Ongoing,Yes,2,No,No,Evidence collection in progress.
INV004646,CR004646,EMP004745,2026-06-11,2026-07-10,Completed,Yes,4,No,No,Investigation completed successfully.
INV004647,CR004647,EMP009192,2025-10-02,2026-01-31,Completed,Yes,6,No,No,Witness statements recorded.
INV004648,CR004648,EMP005421,2025-02-25,2025-08-13,Completed,Yes,4,No,No,Evidence verified and case completed.
INV004649,CR004649,EMP008450,2026-01-27,2026-05-05,Completed,Yes,3,Yes,Yes,Evidence verified and case completed.
INV004650,CR004650,EMP000605,2026-04-12,2026-09-06,Closed,Yes,8,No,No,Investigation closed after verification.
INV004651,CR004651,EMP003452,2025-02-14,2025-07-25,Completed,Yes,1,No,No,Investigation completed successfully.
INV004652,CR004652,EMP004018,2024-08-24,2024-12-18,Closed,Yes,1,Yes,Yes,Complaint found to be false.
INV004653,CR004653,EMP007153,2025-11-27,,Ongoing,Yes,3,No,No,Awaiting forensic report.
INV004654,CR004654,EMP005551,2026-02-27,,Ongoing,Yes,1,No,No,Evidence collection in progress.
INV004655,CR004655,EMP008984,2025-02-19,2025-06-03,Closed,Yes,7,No,No,Complaint found to be false.
INV004656,CR004656,EMP003267,2025-12-18,2026-06-01,Closed,Yes,0,No,No,Investigation closed after verification.
INV004657,CR004657,EMP000887,2024-09-08,2025-02-01,Closed,Yes,10,Yes,Yes,Complaint found to be false.
INV004658,CR004658,EMP001925,2025-08-05,2026-01-14,Closed,No,7,No,No,Complaint found to be false.
INV004659,CR004659,EMP005155,2024-10-16,,Ongoing,Yes,1,No,No,Investigation in progress.
INV004660,CR004660,EMP004813,2026-01-10,2026-04-17,Completed,No,1,Yes,Yes,Charge sheet preparation underway.
INV004661,CR004661,EMP005760,2024-08-24,2024-11-13,Closed,Yes,3,Yes,Yes,Investigation closed after verification.
INV004662,CR004662,EMP001444,2026-04-06,,Ongoing,Yes,3,Yes,Yes,Additional witnesses being examined.
INV004663,CR004663,EMP000611,2025-11-07,2026-01-29,Completed,Yes,7,No,No,Evidence verified and case completed.
INV004664,CR004664,EMP007816,2026-01-04,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV004665,CR004665,EMP001703,2025-04-07,,Ongoing,Yes,1,No,No,Investigation in progress.
INV004666,CR004666,EMP006032,2025-08-16,2025-09-05,Completed,Yes,0,Yes,Yes,Investigation completed successfully.
INV004667,CR004667,EMP006370,2025-12-13,2026-03-11,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV004668,CR004668,EMP008645,2026-01-28,2026-05-08,Completed,Yes,0,Yes,Yes,Witness statements recorded.
INV004669,CR004669,EMP003272,2025-01-10,2025-02-08,Completed,Yes,3,No,No,Witness statements recorded.
INV004670,CR004670,EMP004352,2025-03-24,2025-05-06,Closed,Yes,2,No,No,Case closed due to insufficient evidence.
INV004671,CR004671,EMP001493,2024-10-07,2025-03-28,Closed,Yes,5,Yes,Yes,Case closed due to insufficient evidence.
INV004672,CR004672,EMP003281,2025-06-19,2025-08-10,Completed,Yes,6,No,No,Investigation completed successfully.
INV004673,CR004673,EMP008829,2026-04-11,2026-05-29,Completed,Yes,1,No,No,Charge sheet preparation underway.
INV004674,CR004674,EMP008731,2026-02-26,2026-07-17,Closed,Yes,3,No,No,Investigation closed after verification.
INV004675,CR004675,EMP004755,2024-11-10,,Ongoing,No,7,No,No,Investigation in progress.
INV004676,CR004676,EMP008652,2025-09-07,2025-11-08,Completed,Yes,6,No,No,Charge sheet preparation underway.
INV004677,CR004677,EMP003257,2026-05-26,,Ongoing,No,0,No,No,Additional witnesses being examined.
INV004678,CR004678,EMP009533,2025-01-27,2025-06-13,Completed,No,10,No,No,Witness statements recorded.
INV004679,CR004679,EMP006023,2025-03-06,,Ongoing,Yes,4,Yes,Yes,Investigation in progress.
INV004680,CR004680,EMP000837,2024-11-13,,Ongoing,Yes,3,Yes,Yes,Awaiting forensic report.
INV004681,CR004681,EMP003304,2024-10-08,2025-01-19,Completed,Yes,5,Yes,Yes,Evidence verified and case completed.
INV004682,CR004682,EMP007552,2024-09-23,,Ongoing,Yes,5,No,No,Additional witnesses being examined.
INV004683,CR004683,EMP002297,2026-06-26,2026-11-17,Closed,Yes,1,No,No,Complaint found to be false.
INV004684,CR004684,EMP009191,2025-05-01,2025-08-07,Completed,No,1,Yes,Yes,Investigation completed successfully.
INV004685,CR004685,EMP000649,2024-07-19,,Ongoing,Yes,8,Yes,Yes,Awaiting forensic report.
INV004686,CR004686,EMP005015,2026-05-20,2026-08-03,Completed,Yes,0,No,No,Evidence verified and case completed.
INV004687,CR004687,EMP005981,2024-10-29,2025-01-02,Closed,Yes,10,No,No,Complaint found to be false.
INV004688,CR004688,EMP000892,2025-03-03,2025-09-01,Closed,Yes,8,Yes,Yes,Case closed due to insufficient evidence.
INV004689,CR004689,EMP005383,2025-02-21,,Ongoing,Yes,5,No,No,Evidence collection in progress.
INV004690,CR004690,EMP001534,2026-04-07,,Ongoing,No,0,No,No,Investigation in progress.
INV004691,CR004691,EMP008896,2026-06-14,2026-11-25,Completed,Yes,6,No,No,Evidence verified and case completed.
INV004692,CR004692,EMP003292,2025-03-13,2025-05-03,Completed,Yes,3,Yes,Yes,Charge sheet preparation underway.
INV004693,CR004693,EMP002395,2025-01-21,,Ongoing,No,0,No,No,Investigation in progress.
INV004694,CR004694,EMP000887,2025-12-03,,Ongoing,Yes,6,No,No,Awaiting forensic report.
INV004695,CR004695,EMP005332,2024-08-17,2024-09-22,Completed,No,4,Yes,Yes,Investigation completed successfully.
INV004696,CR004696,EMP000389,2025-03-16,2025-06-06,Completed,Yes,9,No,No,Investigation completed successfully.
INV004697,CR004697,EMP003578,2024-09-17,2024-12-04,Closed,No,2,No,No,Case closed due to insufficient evidence.
INV004698,CR004698,EMP005511,2026-01-21,,Ongoing,No,10,Yes,Yes,Additional witnesses being examined.
INV004699,CR004699,EMP005080,2025-02-03,,Ongoing,No,10,No,No,Evidence collection in progress.
INV004700,CR004700,EMP002886,2024-09-15,2024-12-04,Completed,Yes,3,No,No,Witness statements recorded.
INV004701,CR004701,EMP006438,2026-03-01,2026-08-19,Closed,Yes,9,No,No,Investigation closed after verification.
INV004702,CR004702,EMP009968,2025-07-06,2025-07-26,Closed,No,2,No,No,Investigation closed after verification.
INV004703,CR004703,EMP000889,2024-09-29,2024-12-09,Closed,Yes,9,Yes,Yes,Investigation closed after verification.
INV004704,CR004704,EMP004696,2026-04-15,2026-05-15,Completed,Yes,3,No,No,Witness statements recorded.
INV004705,CR004705,EMP003284,2025-07-12,2025-08-31,Completed,Yes,5,No,No,Charge sheet preparation underway.
INV004706,CR004706,EMP001541,2025-11-20,,Ongoing,No,4,No,No,Awaiting forensic report.
INV004707,CR004707,EMP004889,2025-10-03,2025-10-21,Completed,Yes,3,No,No,Evidence verified and case completed.
INV004708,CR004708,EMP000363,2025-12-29,2026-02-11,Closed,Yes,5,Yes,Yes,Investigation closed after verification.
INV004709,CR004709,EMP008415,2025-03-25,2025-06-07,Closed,Yes,5,Yes,Yes,Investigation closed after verification.
INV004710,CR004710,EMP000252,2024-09-10,,Ongoing,Yes,8,No,No,Awaiting forensic report.
INV004711,CR004711,EMP006442,2025-04-27,2025-09-25,Completed,Yes,4,Yes,Yes,Investigation completed successfully.
INV004712,CR004712,EMP007988,2026-01-31,2026-03-19,Completed,No,5,No,No,Evidence verified and case completed.
INV004713,CR004713,EMP005756,2026-03-12,2026-05-09,Completed,Yes,10,Yes,Yes,Charge sheet preparation underway.
INV004714,CR004714,EMP005007,2026-01-13,2026-06-01,Closed,Yes,4,No,No,Complaint found to be false.
INV004715,CR004715,EMP009578,2025-03-18,2025-06-01,Closed,No,3,Yes,Yes,Complaint found to be false.
INV004716,CR004716,EMP008834,2026-01-28,,Ongoing,Yes,0,No,No,Evidence collection in progress.
INV004717,CR004717,EMP006326,2026-02-26,2026-05-14,Closed,Yes,2,No,No,Complaint found to be false.
INV004718,CR004718,EMP004759,2026-03-24,2026-05-30,Completed,Yes,3,No,No,Investigation completed successfully.
INV004719,CR004719,EMP003292,2025-04-23,2025-08-03,Closed,Yes,3,No,No,Case closed due to insufficient evidence.
INV004720,CR004720,EMP006340,2025-01-01,,Ongoing,Yes,5,No,No,Investigation in progress.
INV004721,CR004721,EMP000844,2024-12-30,2025-03-23,Completed,Yes,10,No,No,Investigation completed successfully.
INV004722,CR004722,EMP000299,2026-03-28,2026-06-23,Closed,Yes,6,No,No,Complaint found to be false.
INV004723,CR004723,EMP006642,2024-10-27,2024-12-06,Closed,Yes,9,No,No,Complaint found to be false.
INV004724,CR004724,EMP000892,2025-01-09,2025-05-02,Completed,Yes,3,Yes,Yes,Investigation completed successfully.
INV004725,CR004725,EMP006705,2024-11-11,2025-04-07,Closed,Yes,1,No,No,Investigation closed after verification.
INV004726,CR004726,EMP000001,2025-04-12,2025-09-23,Completed,Yes,3,No,No,Investigation completed successfully.
INV004727,CR004727,EMP003628,2026-04-22,,Ongoing,Yes,3,Yes,Yes,Evidence collection in progress.
INV004728,CR004728,EMP006985,2024-09-09,,Ongoing,No,5,No,No,Additional witnesses being examined.
INV004729,CR004729,EMP005515,2026-01-19,2026-07-13,Closed,Yes,4,Yes,Yes,Investigation closed after verification.
INV004730,CR004730,EMP003256,2025-01-09,,Ongoing,Yes,0,No,No,Evidence collection in progress.
INV004731,CR004731,EMP006497,2025-06-03,,Ongoing,Yes,0,Yes,Yes,Evidence collection in progress.
INV004732,CR004732,EMP003299,2024-11-22,,Ongoing,No,3,No,No,Additional witnesses being examined.
INV004733,CR004733,EMP009698,2026-07-03,2026-12-15,Completed,Yes,0,Yes,No,Charge sheet preparation underway.
